"Year","AV","iteration_id"
2014,"7",8971
2015,"7",8971
2016,"8",8971
2017,"7",8971
2018,"12",8971
2019,"7",8971
2020,"6",8971
2005,"0",8973
2006,"5",8973
2007,"5",8973
2008,"6",8973
2009,"6",8973
2010,"7",8973
2011,"8",8973
2012,"5",8973
2013,"8",8973
2014,"4",8973
2015,"5",8973
2008,"1",8974
2009,"4",8974
2010,"3",8974
2011,"4",8974
2012,"7",8974
2013,"8",8974
2014,"2",8974
2015,"2",8974
2016,"2",8974
2010,"2",8975
2011,"1",8975
2012,"1",8975
2013,"6",8975
2014,"6",8975
2015,"2",8975
2011,"1",8976
2012,"6",8976
2013,"2",8976
2014,"0",8976
2015,"3",8976
2012,"4",8977
2013,"2",8977
2014,"2",8977
2015,"3",8977
2016,"1",8977
2017,"6",8977
2018,"1",8977
2012,"3",8978
2013,"0",8978
2014,"3",8978
2015,"0",8978
2011,"0",8979
2012,"2",8979
2013,"1",8979
2014,"1",8979
2015,"2",8979
2016,"2",8979
2013,"3",8981
2014,"2",8981
2015,"1",8981
2015,"0",8982
2016,"3",8982
2017,"1",8982
2018,"1",8982
2001,"4",8987
2002,"17",8987
2003,"4",8987
2004,"15",8987
2005,"13",8987
2006,"15",8987
2007,"Missed season - Violation of league personal conduct policy",8987
2008,"Missed season - Violation of league personal conduct policy",8987
2009,"1",8987
2010,"14",8987
2011,"12",8987
2012,"7",8987
2013,"5",8987
2014,"2",8987
2015,"2",8987
2004,"5",8990
2005,"9",8990
2006,"20",8990
2007,"8",8990
2008,"8",8990
2009,"8",8990
2010,"10",8990
2011,"6",8990
2012,"7",8990
2013,"5",8990
2014,"6",8990
2015,"1",8990
2004,"1",8991
2005,"4",8991
2006,"5",8991
2007,"16",8991
2008,"13",8991
2010,"11",8991
2012,"15",8991
2013,"7",8991
2014,"5",8991
2015,"1",8991
2002,"6",8992
2003,"11",8992
2006,"5",8992
2007,"4",8992
2008,"9",8992
2010,"9",8992
2011,"8",8992
2012,"6",8992
2013,"1",8992
2014,"4",8992
2015,"1",8992
2016,"1",8992
2017,"1",8992
2006,"2",8993
2007,"2",8993
2008,"2",8993
2009,"2",8993
2010,"2",8993
2011,"2",8993
2012,"3",8993
2013,"3",8993
2014,"2",8993
2015,"0",8993
2013,"5",9000
2014,"10",9000
2015,"11",9000
2016,"7",9000
2020,"12",9000
2015,"0",9002
2015,"1",9003
2015,"0",9004
2015,"1",9005
2016,"1",9005
2014,"1",9009
2015,"0",9009
2016,"2",9009
2017,"2",9009
2018,"2",9009
2019,"3",9009
2020,"1",9009
2014,"3",9015
2015,"5",9015
2016,"0",9015
2017,"0",9015
2018,"0",9015
2015,"8",9019
2016,"8",9019
2017,"1",9019
2018,"6",9019
2019,"4",9019
2020,"5",9019
2011,"0",9020
2012,"0",9020
2013,"2",9020
2014,"3",9020
2015,"2",9020
2016,"2",9020
2017,"2",9020
2018,"2",9020
2019,"1",9020
2020,"1",9020
2014,"5",9021
2015,"10",9021
2016,"4",9021
2017,"2",9021
2018,"6",9021
2019,"9",9021
2020,"5",9021
2014,"5",9022
2015,"10",9022
2016,"4",9022
2017,"2",9022
2018,"6",9022
2019,"9",9022
2020,"5",9022
2015,"0",9024
2015,"0",9035
2016,"2",9035
2011,"1",9036
2012,"3",9036
2013,"3",9036
2014,"0",9036
2015,"0",9036
2015,"3",9042
2016,"3",9042
2017,"5",9042
2018,"0",9042
2019,"5",9042
2020,"3",9042
2015,"1",9049
2016,"0",9049
2017,"0",9049
2018,"1",9049
2015,"0",9059
2016,"1",9059
2017,"1",9059
2018,"1",9059
2015,"0",9065
2015,"0",9066
2016,"0",9066
2015,"0",9070
2016,"3",9070
2018,"1",9070
2019,"2",9070
2020,"9",9070
2015,"0",9073
2016,"0",9073
2015,"2",9078
2015,"0",9087
2016,"1",9087
2017,"1",9087
2018,"0",9087
2015,"0",9106
2016,"3",9106
2018,"1",9106
2015,"1",9107
2016,"0",9107
2018,"0",9107
2019,"2",9107
2020,"1",9107
2015,"0",9114
2015,"0",9116
2015,"0",9118
2015,"0",9119
2015,"0",9120
2015,"0",9121
2016,"0",9121
2017,"1",9121
2015,"0",9122
2018,"1",9122
2019,"2",9122
2015,"0",9123
2015,"0",9124
2016,"2",9124
2017,"2",9124
2018,"1",9124
2015,"1",9125
2016,"1",9125
2017,"0",9125
2015,"0",9127
2015,"1",9130
2016,"3",9130
2017,"4",9130
2018,"0",9130
2020,"0",9130
2015,"0",9131
2016,"0",9131
2017,"0",9131
2015,"2",9133
2016,"1",9133
2017,"1",9133
2015,"1",9134
2016,"3",9134
2017,"8",9134
2018,"4",9134
2020,"4",9134
2015,"0",9135
2016,"1",9135
2015,"0",9136
2016,"0",9136
2017,"1",9136
2018,"1",9136
2019,"3",9136
2020,"1",9136
2015,"0",9137
2016,"1",9137
2015,"0",9139
2017,"0",9139
2018,"2",9139
2019,"1",9139
2015,"2",9142
2016,"5",9142
2017,"5",9142
2018,"6",9142
2019,"3",9142
2020,"2",9142
2015,"0",9143
2016,"0",9143
2017,"0",9143
2018,"0",9143
2015,"0",9144
2015,"0",9146
2015,"0",9148
2015,"0",9149
2012,"0",9151
2013,"0",9151
2014,"0",9151
2015,"1",9151
2016,"0",9151
2015,"0",9152
2015,"1",9155
2016,"1",9155
2017,"2",9155
2018,"3",9155
2015,"4",9157
2015,"2",9158
2016,"2",9158
2015,"0",9159
2012,"3",9160
2013,"0",9160
2014,"3",9160
2015,"0",9160
2006,"0",9161
2007,"1",9161
2008,"1",9161
2009,"2",9161
2010,"4",9161
2011,"7",9161
2012,"6",9161
2013,"4",9161
2014,"2",9161
2015,"2",9161
2014,"0",9164
2015,"0",9164
2012,"0",9169
2015,"0",9169
2019,"0",9169
2012,"0",9171
2013,"0",9171
2015,"4",9171
2012,"0",9172
2015,"0",9172
2012,"0",9173
2013,"3",9173
2016,"0",9173
2017,"0",9173
2012,"0",9174
2015,"0",9174
2014,"0",9177
2015,"0",9177
2016,"1",9177
2018,"1",9177
2019,"1",9177
2020,"1",9177
2012,"2",9182
2014,"0",9182
2015,"0",9182
2016,"1",9182
2017,"1",9182
2018,"3",9182
2019,"4",9182
2020,"5",9182
2015,"1",9183
2016,"2",9183
2015,"0",9187
2015,"1",9194
2015,"1",9198
2016,"1",9198
2017,"1",9198
2018,"1",9198
2019,"1",9198
2020,"1",9198
2004,"8",9199
2005,"9",9199
2006,"9",9199
2007,"7",9199
2008,"6",9199
2009,"7",9199
2010,"6",9199
2011,"9",9199
2012,"1",9199
2013,"10",9199
2014,"9",9199
2015,"7",9199
2016,"11",9199
2015,"0",9201
2015,"0",9207
2014,"0",9212
2015,"2",9212
2016,"0",9212
2015,"5",9225
2016,"8",9225
2017,"10",9225
2018,"10",9225
2019,"6",9225
2020,"8",9225
2015,"1",9226
2016,"2",9226
2008,"0",9237
2009,"1",9237
2010,"3",9237
2011,"8",9237
2012,"8",9237
2013,"8",9237
2014,"6",9237
2015,"0",9237
2006,"3",9238
2007,"9",9238
2008,"6",9238
2009,"4",9238
2010,"2",9238
2011,"2",9238
2012,"1",9238
2013,"1",9238
2014,"2",9238
2015,"2",9238
2016,"2",9238
2017,"1",9238
2007,"2",9239
2008,"6",9239
2009,"6",9239
2010,"4",9239
2011,"6",9239
2012,"5",9239
2013,"5",9239
2014,"2",9239
2015,"1",9239
2006,"0",9241
2007,"2",9241
2008,"4",9241
2009,"0",9241
2010,"0",9241
2011,"0",9241
2013,"3",9241
2014,"2",9241
2015,"5",9241
2016,"2",9241
2006,"1",9243
2007,"8",9243
2008,"8",9243
2009,"9",9243
2011,"0",9243
2012,"5",9243
2013,"5",9243
2014,"5",9243
2015,"3",9243
2007,"1",9244
2008,"12",9244
2009,"14",9244
2010,"11",9244
2011,"7",9244
2012,"7",9244
2013,"5",9244
2014,"2",9244
2015,"2",9244
2006,"1",9245
2007,"2",9245
2008,"3",9245
2009,"6",9245
2010,"5",9245
2011,"5",9245
2012,"4",9245
2013,"4",9245
2014,"4",9245
2015,"1",9245
2008,"0",9246
2009,"1",9246
2010,"2",9246
2011,"6",9246
2012,"2",9246
2013,"6",9246
2014,"2",9246
2015,"1",9246
2007,"1",9247
2008,"3",9247
2009,"5",9247
2010,"6",9247
2011,"6",9247
2013,"4",9247
2014,"2",9247
2015,"0",9247
2006,"3",9248
2007,"9",9248
2008,"8",9248
2009,"8",9248
2010,"10",9248
2011,"8",9248
2012,"5",9248
2013,"7",9248
2014,"1",9248
2015,"2",9248
2016,"2",9248
2017,"1",9248
2008,"0",9249
2009,"1",9249
2010,"0",9249
2011,"2",9249
2012,"2",9249
2013,"0",9249
2014,"0",9249
2015,"0",9249
2016,"0",9249
2008,"4",9250
2009,"4",9250
2010,"4",9250
2011,"6",9250
2012,"4",9250
2013,"1",9250
2014,"5",9250
2015,"7",9250
2016,"6",9250
2007,"0",9251
2008,"1",9251
2009,"5",9251
2010,"3",9251
2011,"1",9251
2012,"2",9251
2013,"2",9251
2014,"3",9251
2015,"1",9251
2016,"0",9251
2008,"4",9252
2009,"5",9252
2010,"4",9252
2011,"2",9252
2012,"1",9252
2013,"7",9252
2014,"2",9252
2015,"1",9252
2016,"2",9252
2017,"4",9252
2008,"1",9253
2009,"2",9253
2010,"3",9253
2011,"2",9253
2012,"1",9253
2014,"2",9253
2015,"1",9253
2008,"1",9254
2009,"2",9254
2010,"3",9254
2011,"2",9254
2012,"2",9254
2013,"2",9254
2014,"2",9254
2015,"1",9254
2016,"1",9254
2006,"2",9255
2007,"1",9255
2009,"2",9255
2010,"3",9255
2011,"7",9255
2012,"10",9255
2013,"7",9255
2014,"5",9255
2015,"2",9255
2007,"1",9259
2008,"9",9259
2009,"4",9259
2010,"5",9259
2012,"2",9259
2013,"2",9259
2014,"7",9259
2015,"7",9259
2016,"0",9259
2006,"0",9260
2007,"0",9260
2008,"0",9260
2009,"1",9260
2010,"3",9260
2011,"2",9260
2012,"2",9260
2013,"1",9260
2015,"1",9260
2016,"1",9260
2017,"0",9260
2010,"0",9261
2011,"1",9261
2012,"3",9261
2013,"2",9261
2014,"2",9261
2015,"4",9261
2016,"3",9261
2007,"3",9264
2008,"7",9264
2009,"9",9264
2010,"7",9264
2011,"9",9264
2012,"4",9264
2013,"8",9264
2014,"7",9264
2015,"4",9264
2008,"0",9265
2010,"8",9265
2011,"2",9265
2012,"7",9265
2013,"8",9265
2014,"6",9265
2015,"1",9265
2011,"0",9266
2012,"1",9266
2013,"5",9266
2014,"5",9266
2015,"6",9266
2016,"4",9266
2017,"2",9266
2018,"5",9266
2006,"2",9268
2007,"1",9268
2008,"1",9268
2009,"5",9268
2010,"8",9268
2011,"6",9268
2012,"5",9268
2013,"6",9268
2014,"0",9268
2015,"1",9268
2007,"1",9270
2008,"2",9270
2009,"2",9270
2010,"6",9270
2011,"1",9270
2012,"4",9270
2013,"1",9270
2014,"1",9270
2015,"1",9270
2016,"12",9270
2017,"8",9270
2018,"7",9270
2019,"6",9270
2006,"5",9271
2007,"6",9271
2009,"5",9271
2010,"6",9271
2011,"8",9271
2012,"7",9271
2013,"2",9271
2014,"4",9271
2015,"0",9271
2005,"3",9272
2006,"2",9272
2007,"4",9272
2008,"2",9272
2009,"0",9272
2010,"0",9272
2011,"1",9272
2012,"0",9272
2013,"0",9272
2014,"0",9272
2015,"0",9272
2008,"0",9273
2009,"1",9273
2010,"3",9273
2011,"8",9273
2012,"8",9273
2013,"8",9273
2014,"6",9273
2015,"0",9273
2006,"3",9274
2007,"9",9274
2008,"6",9274
2009,"4",9274
2010,"2",9274
2011,"2",9274
2012,"1",9274
2013,"1",9274
2014,"2",9274
2015,"2",9274
2016,"2",9274
2017,"1",9274
2008,"1",9275
2009,"4",9275
2010,"3",9275
2011,"2",9275
2012,"9",9275
2013,"7",9275
2014,"3",9275
2015,"2",9275
2008,"1",9276
2009,"1",9276
2010,"1",9276
2011,"1",9276
2012,"1",9276
2013,"1",9276
2014,"1",9276
2015,"1",9276
2012,"3",9277
2014,"1",9277
2015,"0",9277
2006,"0",9279
2007,"2",9279
2008,"4",9279
2009,"0",9279
2010,"0",9279
2011,"0",9279
2013,"3",9279
2014,"2",9279
2015,"5",9279
2016,"2",9279
2008,"0",9281
2010,"8",9281
2011,"2",9281
2012,"7",9281
2013,"8",9281
2014,"6",9281
2015,"1",9281
2008,"2",9282
2009,"1",9282
2010,"0",9282
2011,"1",9282
2012,"1",9282
2013,"4",9282
2014,"4",9282
2015,"6",9282
2016,"5",9282
2017,"1",9282
2008,"0",9283
2009,"1",9283
2010,"2",9283
2011,"6",9283
2012,"2",9283
2013,"6",9283
2014,"2",9283
2015,"1",9283
2007,"1",9284
2008,"3",9284
2009,"5",9284
2010,"6",9284
2011,"6",9284
2013,"4",9284
2014,"2",9284
2015,"0",9284
2008,"7",9285
2009,"4",9285
2010,"6",9285
2011,"4",9285
2012,"7",9285
2013,"1",9285
2014,"1",9285
2015,"0",9285
2007,"0",9287
2008,"1",9287
2009,"5",9287
2010,"3",9287
2011,"1",9287
2012,"2",9287
2013,"2",9287
2014,"3",9287
2015,"1",9287
2016,"0",9287
2007,"1",9288
2008,"3",9288
2009,"7",9288
2010,"10",9288
2011,"7",9288
2012,"11",9288
2013,"2",9288
2014,"5",9288
2015,"1",9288
2006,"6",9289
2007,"7",9289
2008,"8",9289
2009,"5",9289
2010,"8",9289
2011,"6",9289
2012,"6",9289
2013,"6",9289
2014,"2",9289
2015,"0",9289
2008,"2",9291
2009,"5",9291
2010,"6",9291
2011,"5",9291
2012,"2",9291
2013,"6",9291
2014,"0",9291
2015,"5",9291
2016,"5",9291
2007,"3",9292
2008,"7",9292
2009,"9",9292
2010,"4",9292
2011,"8",9292
2012,"6",9292
2013,"9",9292
2014,"5",9292
2015,"1",9292
2007,"1",9293
2008,"6",9293
2009,"9",9293
2010,"5",9293
2011,"2",9293
2012,"0",9293
2013,"4",9293
2014,"4",9293
2015,"5",9293
2007,"2",9294
2008,"2",9294
2009,"3",9294
2010,"3",9294
2011,"4",9294
2012,"4",9294
2013,"4",9294
2014,"2",9294
2015,"0",9294
2008,"1",9295
2009,"4",9295
2010,"3",9295
2011,"4",9295
2012,"7",9295
2013,"8",9295
2014,"2",9295
2015,"2",9295
2016,"2",9295
2009,"3",9296
2010,"2",9296
2011,"2",9296
2012,"1",9296
2013,"2",9296
2014,"1",9296
2015,"0",9296
2008,"1",9298
2009,"2",9298
2010,"3",9298
2011,"2",9298
2012,"2",9298
2013,"2",9298
2014,"2",9298
2015,"1",9298
2016,"1",9298
2009,"2",9300
2010,"6",9300
2011,"8",9300
2012,"9",9300
2013,"5",9300
2014,"2",9300
2015,"0",9300
2016,"6",9300
2017,"6",9300
2018,"0",9300
2007,"1",9301
2009,"3",9301
2010,"7",9301
2011,"2",9301
2012,"6",9301
2013,"1",9301
2014,"2",9301
2015,"2",9301
2008,"0",9302
2009,"1",9302
2010,"1",9302
2011,"13",9302
2012,"8",9302
2013,"7",9302
2014,"5",9302
2015,"5",9302
2004,"8",9305
2005,"2",9305
2006,"2",9305
2007,"0",9305
2008,"2",9305
2009,"1",9305
2010,"10",9305
2011,"13",9305
2012,"6",9305
2013,"6",9305
2014,"3",9305
2015,"0",9305
2010,"1",9307
2011,"1",9307
2012,"2",9307
2013,"1",9307
2014,"1",9307
2015,"1",9307
2016,"0",9307
2017,"0",9307
2010,"1",9308
2011,"1",9308
2012,"3",9308
2013,"1",9308
2014,"1",9308
2015,"1",9308
2012,"5",9310
2013,"3",9310
2014,"6",9310
2015,"7",9310
2016,"2",9310
2017,"1",9310
2018,"1",9310
2011,"5",9311
2012,"8",9311
2013,"7",9311
2014,"4",9311
2015,"3",9311
2016,"6",9311
2017,"3",9311
2018,"8",9311
2011,"0",9312
2012,"0",9312
2013,"1",9312
2014,"1",9312
2016,"0",9312
2011,"5",9315
2012,"6",9315
2013,"6",9315
2014,"1",9315
2015,"0",9315
2011,"2",9317
2012,"1",9317
2013,"3",9317
2014,"2",9317
2015,"1",9317
2011,"1",9318
2012,"1",9318
2013,"1",9318
2014,"1",9318
2015,"1",9318
2011,"1",9319
2012,"1",9319
2013,"3",9319
2014,"3",9319
2015,"1",9319
2012,"0",9320
2014,"2",9320
2015,"1",9320
2008,"2",9321
2009,"12",9321
2010,"5",9321
2011,"4",9321
2012,"1",9321
2013,"5",9321
2014,"0",9321
2015,"2",9321
2009,"2",9323
2010,"1",9323
2011,"1",9323
2012,"0",9323
2013,"0",9323
2018,"2",9323
2008,"0",9325
2009,"2",9325
2010,"5",9325
2011,"0",9325
2013,"6",9325
2014,"6",9325
2015,"7",9325
2008,"1",9326
2009,"5",9326
2010,"2",9326
2011,"1",9326
2012,"1",9326
2013,"3",9326
2014,"3",9326
2015,"1",9326
2009,"1",9327
2010,"2",9327
2011,"4",9327
2012,"4",9327
2013,"4",9327
2014,"1",9327
2015,"1",9327
2009,"0",9328
2010,"8",9328
2011,"1",9328
2012,"2",9328
2013,"0",9328
2014,"2",9328
2015,"1",9328
2016,"2",9328
2017,"1",9328
2018,"0",9328
2009,"1",9329
2010,"4",9329
2011,"8",9329
2012,"5",9329
2013,"3",9329
2014,"0",9329
2015,"3",9329
2016,"1",9329
2017,"1",9329
2018,"0",9329
2010,"3",9331
2011,"8",9331
2012,"7",9331
2013,"1",9331
2014,"1",9331
2015,"2",9331
2010,"0",9332
2011,"1",9332
2012,"1",9332
2013,"2",9332
2014,"3",9332
2015,"6",9332
2016,"3",9332
2017,"5",9332
2018,"3",9332
2010,"1",9334
2011,"1",9334
2012,"1",9334
2013,"1",9334
2014,"1",9334
2015,"2",9334
2016,"1",9334
2017,"1",9334
2018,"1",9334
2019,"1",9334
2020,"1",9334
2011,"0",9335
2012,"0",9335
2013,"4",9335
2014,"1",9335
2015,"1",9335
2016,"2",9335
2015,"2",9336
2016,"3",9336
2017,"1",9336
2018,"4",9336
2019,"4",9336
2010,"2",9337
2011,"2",9337
2012,"0",9337
2013,"0",9337
2014,"0",9337
2015,"0",9337
2016,"0",9337
2017,"0",9337
2018,"0",9337
2020,"0",9337
2010,"3",9339
2011,"0",9339
2012,"0",9339
2013,"1",9339
2014,"0",9339
2015,"1",9339
2011,"1",9340
2012,"1",9340
2013,"0",9340
2014,"1",9340
2015,"1",9340
2016,"1",9340
2012,"0",9342
2013,"1",9342
2014,"6",9342
2015,"2",9342
2016,"5",9342
2010,"3",9344
2011,"1",9344
2012,"2",9344
2013,"1",9344
2014,"1",9344
2015,"4",9344
2010,"2",9345
2011,"2",9345
2012,"5",9345
2013,"3",9345
2014,"6",9345
2015,"0",9345
2012,"4",9348
2014,"1",9348
2015,"2",9348
2016,"4",9348
2017,"2",9348
2018,"3",9348
2019,"3",9348
2020,"10",9348
2011,"3",9350
2012,"7",9350
2013,"5",9350
2014,"3",9350
2015,"0",9350
2016,"4",9350
2017,"2",9350
2018,"3",9350
2012,"1",9351
2014,"0",9351
2015,"0",9351
2016,"0",9351
2008,"1",9352
2009,"0",9352
2010,"8",9352
2011,"8",9352
2012,"9",9352
2013,"5",9352
2014,"3",9352
2015,"3",9352
2011,"0",9354
2012,"0",9354
2013,"2",9354
2014,"2",9354
2015,"0",9354
2016,"1",9354
2017,"0",9354
2011,"0",9355
2012,"0",9355
2014,"0",9355
2016,"5",9355
2017,"1",9355
2011,"6",9356
2012,"3",9356
2013,"3",9356
2015,"0",9356
2012,"1",9358
2013,"6",9358
2014,"2",9358
2015,"2",9358
2016,"4",9358
2017,"2",9358
2018,"2",9358
2019,"1",9358
2012,"0",9359
2013,"1",9359
2014,"2",9359
2015,"3",9359
2003,"9",9360
2004,"10",9360
2005,"7",9360
2006,"11",9360
2007,"8",9360
2010,"13",9360
2011,"4",9360
2012,"13",9360
2013,"8",9360
2014,"8",9360
2015,"4",9360
2016,"1",9360
2010,"0",9361
2011,"0",9361
2012,"0",9361
2013,"1",9361
2014,"1",9361
2015,"0",9361
2016,"0",9361
2009,"2",9362
2010,"1",9362
2011,"1",9362
2012,"0",9362
2013,"0",9362
2018,"2",9362
2009,"2",9363
2010,"1",9363
2011,"1",9363
2012,"0",9363
2013,"0",9363
2018,"2",9363
2010,"0",9364
2011,"0",9364
2012,"1",9364
2014,"0",9364
2015,"1",9364
2016,"1",9364
2008,"6",9365
2009,"8",9365
2010,"5",9365
2011,"2",9365
2015,"3",9365
2016,"5",9365
2008,"2",9367
2009,"1",9367
2010,"6",9367
2011,"5",9367
2012,"4",9367
2015,"1",9367
2008,"2",9368
2009,"2",9368
2010,"4",9368
2011,"6",9368
2012,"8",9368
2013,"4",9368
2014,"5",9368
2015,"0",9368
2007,"3",9369
2008,"7",9369
2009,"9",9369
2010,"4",9369
2011,"8",9369
2012,"6",9369
2013,"9",9369
2014,"5",9369
2015,"1",9369
2009,"3",9372
2010,"2",9372
2011,"2",9372
2012,"1",9372
2013,"2",9372
2014,"1",9372
2015,"0",9372
2009,"3",9374
2010,"5",9374
2011,"5",9374
2012,"1",9374
2014,"2",9374
2015,"1",9374
2010,"0",9375
2012,"0",9375
2013,"0",9375
2014,"0",9375
2015,"0",9375
2016,"0",9375
2009,"1",9377
2011,"1",9377
2012,"0",9377
2013,"0",9377
2014,"0",9377
2015,"0",9377
2016,"0",9377
2017,"0",9377
2018,"0",9377
2009,"3",9379
2010,"1",9379
2012,"6",9379
2013,"2",9379
2014,"6",9379
2015,"4",9379
2008,"1",9380
2009,"0",9380
2010,"1",9380
2011,"4",9380
2012,"5",9380
2013,"5",9380
2015,"2",9380
2016,"2",9380
2009,"7",9381
2010,"9",9381
2011,"10",9381
2012,"8",9381
2013,"6",9381
2014,"4",9381
2015,"0",9381
2009,"1",9383
2010,"3",9383
2011,"5",9383
2012,"3",9383
2013,"5",9383
2014,"1",9383
2015,"1",9383
2009,"0",9386
2010,"1",9386
2011,"1",9386
2012,"0",9386
2013,"1",9386
2014,"0",9386
2015,"0",9386
2010,"3",9387
2011,"2",9387
2012,"4",9387
2013,"2",9387
2014,"1",9387
2015,"2",9387
2010,"3",9388
2011,"1",9388
2012,"2",9388
2013,"1",9388
2014,"1",9388
2015,"4",9388
2011,"0",9390
2012,"1",9390
2013,"1",9390
2014,"3",9390
2016,"0",9390
2010,"1",9391
2011,"3",9391
2012,"1",9391
2013,"1",9391
2014,"1",9391
2015,"1",9391
2010,"7",9392
2011,"6",9392
2012,"2",9392
2014,"8",9392
2015,"0",9392
2010,"6",9393
2012,"3",9393
2013,"0",9393
2014,"1",9393
2015,"1",9393
2010,"0",9396
2012,"0",9396
2013,"1",9396
2014,"2",9396
2015,"0",9396
2010,"0",9398
2011,"0",9398
2012,"0",9398
2013,"1",9398
2014,"1",9398
2015,"0",9398
2016,"0",9398
2010,"0",9399
2011,"0",9399
2012,"0",9399
2013,"1",9399
2014,"1",9399
2015,"0",9399
2016,"0",9399
2006,"5",9401
2007,"6",9401
2008,"7",9401
2009,"7",9401
2010,"13",9401
2011,"2",9401
2012,"8",9401
2013,"11",9401
2014,"11",9401
2015,"3",9401
2016,"9",9401
2017,"6",9401
2018,"12",9401
2010,"2",9402
2011,"2",9402
2012,"2",9402
2013,"3",9402
2014,"1",9402
2015,"0",9402
2016,"1",9402
2017,"1",9402
2018,"0",9402
2019,"0",9402
2010,"1",9405
2011,"0",9405
2012,"2",9405
2013,"2",9405
2014,"2",9405
2015,"2",9405
2010,"2",9406
2011,"2",9406
2012,"3",9406
2013,"1",9406
2014,"4",9406
2015,"2",9406
2016,"1",9406
2010,"4",9412
2011,"6",9412
2012,"4",9412
2013,"3",9412
2014,"3",9412
2015,"1",9412
2010,"0",9413
2011,"2",9413
2012,"2",9413
2013,"9",9413
2014,"5",9413
2017,"3",9413
2010,"2",9414
2011,"2",9414
2012,"5",9414
2013,"3",9414
2014,"6",9414
2015,"0",9414
2011,"3",9418
2012,"1",9418
2013,"1",9418
2014,"2",9418
2015,"0",9418
2012,"1",9419
2013,"2",9419
2014,"3",9419
2015,"0",9419
2017,"0",9419
2013,"0",9420
2014,"6",9420
2015,"7",9420
2016,"0",9420
2011,"1",9421
2012,"3",9421
2013,"4",9421
2014,"1",9421
2015,"0",9421
2011,"5",9423
2012,"8",9423
2013,"7",9423
2014,"4",9423
2015,"3",9423
2016,"6",9423
2017,"3",9423
2018,"8",9423
2011,"1",9424
2012,"3",9424
2013,"1",9424
2014,"0",9424
2015,"5",9424
2016,"1",9424
2011,"2",9425
2012,"3",9425
2013,"3",9425
2014,"2",9425
2015,"1",9425
2011,"6",9427
2012,"9",9427
2013,"1",9427
2014,"4",9427
2015,"4",9427
2016,"3",9427
2017,"6",9427
2018,"0",9427
2019,"1",9427
2011,"1",9429
2012,"0",9429
2013,"1",9429
2014,"1",9429
2015,"0",9429
2016,"1",9429
2011,"0",9430
2012,"0",9430
2013,"1",9430
2014,"1",9430
2016,"0",9430
2011,"2",9431
2012,"3",9431
2013,"1",9431
2014,"0",9431
2015,"3",9431
2016,"1",9431
2017,"1",9431
2011,"3",9433
2012,"0",9433
2013,"0",9433
2014,"0",9433
2015,"1",9433
2016,"0",9433
2017,"2",9433
2011,"0",9434
2012,"0",9434
2013,"0",9434
2014,"0",9434
2015,"0",9434
2011,"0",9435
2012,"0",9435
2013,"2",9435
2014,"2",9435
2015,"0",9435
2016,"1",9435
2017,"0",9435
2011,"1",9437
2012,"1",9437
2013,"2",9437
2014,"0",9437
2015,"0",9437
2011,"2",9440
2012,"1",9440
2013,"3",9440
2014,"2",9440
2015,"1",9440
2009,"0",9441
2010,"3",9441
2011,"1",9441
2012,"7",9441
2013,"5",9441
2014,"4",9441
2015,"1",9441
2011,"1",9443
2012,"2",9443
2013,"1",9443
2014,"0",9443
2015,"1",9443
2016,"1",9443
2017,"1",9443
2011,"1",9444
2012,"1",9444
2013,"1",9444
2014,"1",9444
2015,"0",9444
2011,"1",9446
2012,"2",9446
2013,"6",9446
2014,"1",9446
2015,"1",9446
2016,"3",9446
2017,"0",9446
2011,"1",9452
2012,"3",9452
2013,"2",9452
2014,"0",9452
2015,"3",9452
2016,"4",9452
2017,"8",9452
2014,"2",9453
2015,"1",9453
2016,"3",9453
2017,"2",9453
2018,"4",9453
2019,"6",9453
2012,"1",9454
2013,"1",9454
2014,"1",9454
2016,"0",9454
2010,"0",9455
2011,"1",9455
2012,"3",9455
2015,"0",9455
2012,"1",9456
2013,"2",9456
2014,"3",9456
2015,"0",9456
2017,"0",9456
2012,"1",9457
2013,"3",9457
2014,"1",9457
2015,"5",9457
2016,"5",9457
2017,"0",9457
2012,"0",9458
2013,"0",9458
2014,"0",9458
2015,"1",9458
2016,"3",9458
2017,"3",9458
2018,"1",9458
2019,"0",9458
2012,"6",9459
2013,"0",9459
2014,"1",9459
2015,"2",9459
2011,"4",9461
2012,"4",9461
2014,"1",9461
2015,"5",9461
2016,"3",9461
2017,"0",9461
2012,"4",9462
2013,"1",9462
2014,"1",9462
2015,"6",9462
2012,"1",9463
2013,"1",9463
2014,"0",9463
2015,"0",9463
2008,"0",9465
2013,"0",9465
2014,"6",9465
2015,"4",9465
2009,"2",9466
2010,"2",9466
2011,"0",9466
2015,"4",9466
2016,"3",9466
2017,"2",9466
2010,"0",9471
2011,"1",9471
2012,"3",9471
2015,"0",9471
2011,"3",9477
2012,"0",9477
2013,"5",9477
2014,"1",9477
2015,"0",9477
2011,"2",9479
2012,"3",9479
2013,"3",9479
2014,"2",9479
2015,"1",9479
2012,"0",9481
2013,"0",9481
2016,"0",9481
2011,"6",9482
2012,"3",9482
2013,"3",9482
2015,"0",9482
2011,"1",9486
2012,"3",9486
2013,"3",9486
2014,"0",9486
2015,"0",9486
2011,"5",9487
2012,"6",9487
2013,"6",9487
2014,"1",9487
2015,"0",9487
2011,"0",9488
2012,"0",9488
2013,"1",9488
2014,"0",9488
